date,close,volume
2026-06-22,8.732,343347.74
2026-06-23,8.876,3225590.69
2026-06-24,8.62,330272.73
2026-06-25,8.572,34581.49
2026-06-26,8.68,133319.03
2026-06-29,8.853,18967.77
2026-06-30,8.838,21542.93
2026-07-01,8.845,71956.07
2026-07-02,8.64,413824.22
2026-07-03,8.556,1613578.01
2026-07-06,8.362,869280.47
2026-07-07,8.328,1666730.02
2026-07-08,8.441,413797.66
2026-07-09,8.347,17228.05
2026-07-10,8.19,62935.0
2026-07-13,8.249,309702.15
2026-07-14,8.284,18470.24
2026-07-15,8.11,42701.28
2026-07-16,7.833,809249.29
2026-07-17,7.66,1008426.57
2026-07-20,7.69,102360.72
2026-07-21,8.33,449776.14
2026-07-22,8.26,614128.4
2026-07-23,8.31,162151.72
2026-07-24,8.567,189772.08
2026-07-27,8.737,69792.11
2026-07-28,8.62,13083.7
2026-07-29,8.863,17931.19
2026-07-30,8.73,27806.23
2026-07-31,8.794,23731.09
2026-08-03,8.93,27782.32
2026-08-04,8.913,134282.81
2026-08-05,9.052,37250.68
2026-08-06,9.069,226287.5
2026-08-07,8.993,141046.84
2026-08-10,9.096,399861.99
2026-08-11,9.211,274774.36
2026-08-12,9.083,1023136.44
2026-08-13,8.879,46649.33
2026-08-14,8.495,76810.61
2026-08-17,8.329,59197.24
2026-08-18,8.551,925581.95
2026-08-19,8.602,188460.64
2026-08-20,8.484,844906.89
2026-08-21,8.534,16810.49
2026-08-24,8.24,457717.99
2026-08-25,8.344,136774.12
2026-08-26,8.276,74199.87
2026-08-27,8.305,60134.33
2026-08-28,8.358,19313.35
2026-08-31,8.509,258398.03
2026-09-01,8.458,98442.5
2026-09-02,8.617,9068.59
2026-09-03,8.8,61716.64
2026-09-04,8.814,303271.16
2026-09-07,8.857,112993.48
2026-09-08,8.913,2378437.66
2026-09-09,8.802,23926.88
2026-09-10,8.979,7986394.49
