date,close,volume
2026-06-22,836.51,1239679.79
2026-06-23,860.41,4170366.07
2026-06-24,830.09,422978.12
2026-06-25,820.91,962473.92
2026-06-26,836.7,1662905.93
2026-06-29,858.17,325363.84
2026-06-30,847.89,825230.48
2026-07-01,841.0,1096070.28
2026-07-02,814.54,334978.77
2026-07-03,803.02,535576.05
2026-07-06,783.77,5261129.71
2026-07-07,802.3,2039684.01
2026-07-08,804.53,2078885.4
2026-07-09,797.3,118162.19
2026-07-10,786.86,247947.34
2026-07-13,793.95,929519.31
2026-07-14,796.36,163831.34
2026-07-15,778.2,153645.33
2026-07-16,746.83,3741573.65
2026-07-17,727.91,823257.62
2026-07-20,781.54,5655443.54
2026-07-21,792.41,933935.93
2026-07-22,809.91,2401890.13
2026-07-23,807.54,1236323.55
2026-07-24,826.21,2891289.72
2026-07-27,846.44,506326.37
2026-07-28,841.0,12518687.53
2026-07-29,856.78,206997.0
2026-07-30,847.1,1417094.21
2026-07-31,849.55,529330.01
2026-08-03,874.76,554834.24
2026-08-04,867.37,3008073.8
2026-08-05,881.46,532581.15
2026-08-06,880.78,5198612.56
2026-08-07,870.87,7996963.52
2026-08-10,893.97,1050146.15
2026-08-11,899.58,1997210.25
2026-08-12,885.01,1968789.21
2026-08-13,863.2,798541.56
2026-08-14,834.67,2302448.44
2026-08-17,813.17,1344434.33
2026-08-18,840.01,210920.18
2026-08-19,846.33,7664009.74
2026-08-20,826.73,666278.31
2026-08-21,838.06,49756.92
2026-08-24,807.62,6668776.33
2026-08-25,825.39,1223320.94
2026-08-26,802.15,4729205.65
2026-08-27,813.13,676029.87
2026-08-28,806.8,2646189.1
2026-08-31,832.32,161750.78
2026-09-01,829.57,203101.52
